Артикул;Цена;Остаток;
4180/9WL;9564;0;
4182/1W;7770;0;
4182/6;33930;0;
4186/6;60324;0;
4191/1W;6090;0;
4191/6;34700;0;
4193/8WL;4636;0;
4195/6;45640;2;
4196/2W;11303;0;
4601/8;46090;0;
4603/12WL;3600;2;
4608/7WL;6672;0;
4609/7WL;1780;62;
4613/5L;11560;85;
4615/12WL;8328;0;
4615/16WL;9648;0;
4616/8WL;7080;0;
4617/8WL;6430;0;
4619/12L;9290;0;
4620/12L;11560;55;
4621/12L;15329;0;
4622/12L;6840;1;
4624/48CL;5544;0;
4625/48CL;5964;0;
4626/48CL;4340;0;
357427;493;880;
357429;598;780;
357570;1680;1108;
357571;2080;2472;
357677;2200;1723;
357678;2600;1337;
115520;9797;0;
132600;4160;0;
132601;4160;0;
132605;4496;0;
132608;903;0;
132610;9931;0;
132611;9931;0;
132615;10870;0;
132616;2879;0;
132618;2879;0;
132620;13554;0;
132621;13554;0;
132625;14359;0;
132626;3249;0;
132628;3249;0;
145830;16775;0;
145834;16775;0;
154941;6855;0;
155582;8455;0;
155583;8455;0;
155584;3327;0;
155585;3327;0;
155586;3024;0;
155587;3327;0;
155589;3327;0;
155980;4164;0;
155981;1909;0;
155982;1909;0;
155983;1909;0;
155984;1909;0;
155985;2515;0;
155986;2515;0;
155987;1000;0;
155988;1000;0;
155989;1000;0;
155990;4164;0;
155991;1509;0;
155992;1909;0;
155993;1909;0;
155994;1909;0;
155995;2515;0;
155996;2515;0;
155997;1000;0;
155999;1000;0;
158799;1515;0;
213430;2176;0;
213440;4330;0;
213450;903;0;
213531;3788;0;
213534;2345;0;
213541;3249;0;
213544;3067;0;
213551;9030;0;
213554;5052;0;
213571;600;0;
213574;600;0;
213594;600;0;
213599;1085;0;
213610;1624;0;
213611;1806;0;
213614;2358;0;
213620;4330;0;
213621;4330;0;
213624;4691;0;
213630;7576;0;
213631;6494;0;
213634;7215;0;
213642;1909;0;
213650;1085;0;
213660;1788;0;
213661;1788;0;
213664;1994;0;
213674;4539;0;
213700;1485;0;
213701;1485;0;
213704;1264;0;
213710;3752;0;
213711;3752;0;
213714;4152;0;
213724;3427;0;
213741;1085;0;
213742;3146;0;
213743;3249;0;
213751;1264;0;
213752;3146;0;
213761;1264;0;
213770;1085;0;
213771;1085;0;
213774;1085;0;
213780;1085;0;
213781;1085;0;
213784;1085;0;
213790;1085;0;
213791;1085;0;
213794;1264;0;
213799;1085;0;
213800;1000;0;
213801;1000;0;
213804;1000;0;
213811;2236;0;
213821;570;0;
213822;903;0;
213834;273;0;
213840;515;0;
213841;515;0;
213844;515;0;
213849;182;0;
213861;600;0;
213862;1624;0;
213874;206;0;
213931;245;0;
213934;245;0;
213939;327;0;
213940;1000;0;
213941;1000;0;
213944;1000;0;
213951;1624;0;
213954;1624;0;
213961;418;0;
213970;206;0;
213971;206;0;
213974;206;0;
214000;3424;0;
214001;3424;0;
214004;1806;0;
214010;5052;0;
214011;5052;0;
214014;7576;0;
214040;1133;0;
214041;1133;0;
214044;1133;0;
214050;1133;0;
214051;1133;0;
214054;1133;0;
214060;182;0;
214061;455;0;
214064;455;0;
214068;236;0;
227140;7247;0;
233214;1364;0;
461320;3146;0;
464030;2652;0;
464031;7247;0;
464032;9091;0;
464168;3030;0;
464170;3030;0;
464174;4152;0;
464401;4539;0;
464402;4539;0;
464403;4539;0;
464804;8991;0;
470548;30598;0;
470670;5955;0;
470671;5233;0;
470672;3970;0;
470677;1624;0;
470805;2273;0;
470806;2345;0;
470807;3970;0;
470810;5812;0;
470811;3249;0;
470813;3427;0;
470814;1606;0;
470815;2964;0;
470816;3933;0;
470817;3249;0;
470818;3546;0;
470820;4152;0;
550073;1515;0;
550074;1515;0;
551751;1509;0;
551792;1909;0;
551812;1000;0;
551822;1509;0;
551862;1152;0;
551882;3030;0;
552130;1691;0;
552140;2706;0;
552310;4939;0;
552330;903;0;
552331;1242;0;
552332;1085;0;
552402;1000;0;
552405;1000;0;
552413;3327;0;
552415;1806;0;
552422;3970;0;
552423;3970;0;
552425;3970;0;
552432;1264;0;
552433;1994;0;
552435;1994;0;
552442;5955;0;
552445;5955;0;
552460;327;0;
552472;2091;0;
552473;903;0;
552475;903;0;
552482;2706;0;
552502;903;0;
552503;1388;0;
552505;1388;0;
552512;1624;0;
552522;3970;0;
552523;4546;0;
552525;3970;0;
552542;8424;0;
552543;3427;0;
552545;8424;0;
552572;5933;0;
552573;5933;0;
552574;5933;0;
552582;12061;0;
552583;12061;0;
552584;12061;0;
552592;14791;0;
552593;16061;0;
552594;12627;0;
552602;1000;0;
552603;1000;0;
552604;1000;0;
552612;3327;0;
552613;1264;0;
552614;3327;0;
570076;4539;0;
570084;6000;0;
570086;6000;0;
570502;7576;0;
570512;5546;0;
570522;5546;0;
570532;6849;0;
570552;5546;0;
570612;5546;0;
570622;5546;0;
570642;5546;0;
570652;5546;0;
570672;4546;0;
570682;3249;0;
570692;3249;0;
570722;3249;0;
570732;3249;0;
961031;11364;0;
961034;4294;0;
961036;758;0;
961037;3187;0;
961270;8455;0;
961271;8455;0;
961274;1994;0;
961275;1994;0;
961276;8455;0;
154704;9030;0;
154714;6855;0;
154724;7576;0;
154744;179;0;
162031;636;0;
162034;636;0;
162036;636;0;
112971;1182;0;
112980;903;0;
162171;636;0;
162173;485;0;
162176;636;0;
228960;2242;0;
232220;3788;0;
550193;606;0;
213320;1000;0;
213321;182;0;
470541;3212;0;
470539;17394;0;
470542;3212;0;
151049;1241;0;
590144;758;0;
114104;2047;0;
114102;2047;0;
143080;3288;0;
151040;839;0;
151041;839;0;
227050;8182;0;
229268;4330;0;
233145;4194;0;
233154;1667;0;
233155;1667;0;
233164;4194;0;
233165;4194;0;
233174;7570;0;
233175;7570;0;
410865;2479;0;
233184;30598;0;
233185;30598;0;
464130;1388;0;
233144;4194;0;
464140;5938;0;
464144;5938;0;
464143;2273;0;
551253;1152;0;
551254;818;0;
551602;3249;0;
551612;3249;0;
551614;4152;0;
551624;5412;0;
550082;3249;0;
551652;6000;0;
551243;1152;0;
551644;6000;0;
570044;6485;0;
631432;1206;0;
631442;1909;0;
552265;5000;0;
552269;8424;0;
552273;6061;0;
552275;6606;0;
631475;605;0;
631482;6455;0;
570032;1388;0;
925191;1242;0;
151960;1443;0;
151961;727;0;
228958;2273;0;
228959;2273;0;
231235;8052;0;
229059;6073;0;
228505;13879;0;
213471;14252;0;
213474;14973;0;
213461;6970;0;
213464;7576;0;
213481;1264;0;
213484;1264;0;
213488;1909;0;
213529;1085;0;
213514;15152;0;
213501;5933;0;
213524;1445;0;
213431;2176;0;
213434;2358;0;
213441;4330;0;
213444;4691;0;
213451;903;0;
213454;903;0;
213459;724;0;
550560;406;0;
552120;4546;0;
552100;1267;0;
470661;418;0;
470660;1606;0;
470651;418;0;
470650;1606;0;
410141;661;0;
227002;3933;0;
227001;1994;0;
228726;4294;0;
229269;3818;0;
551242;1152;0;
551252;1152;0;
551532;1515;0;
154754;1909;0;
133811;2479;0;
133814;2479;0;
151840;1443;0;
153671;606;0;
153670;606;0;
153681;1206;0;
153682;1206;0;
153684;1206;0;
153741;1509;0;
153743;1509;0;
153746;1509;0;
925201;1206;0;
115600;1303;0;
230061;4093;0;
230060;8320;0;
231230;7247;0;
900011;637;0;
631463;5691;0;
631461;5303;0;
631453;3424;0;
631452;3024;0;
631474;539;0;
631470;455;0;
550415;327;0;
550412;245;0;
552101;1267;0;
552107;724;0;
552111;3394;0;
552121;3970;0;
552127;6055;0;
552131;1624;0;
552132;903;0;
552141;6606;0;
552142;6606;0;
550416;327;0;
550413;245;0;
552103;2297;0;
552113;6055;0;
552123;8424;0;
550419;273;0;
550418;842;0;
470583;15091;0;
470584;9818;0;
464202;2661;0;
111860;1445;0;
470544;5636;0;
519451;455;0;
550092;3030;0;
456022;60;0;
456021;136;315;
456030;150;3674;
456024;97;0;
456026;150;1460;
456025;136;2278;
456029;90;70;
456000;20;2375;
456001;20;11537;
456018;40;0;
456019;40;855;
456016;20;1370;
456002;40;12085;
456003;40;0;
456017;20;0;
456004;40;1600;
456006;50;3163;
456020;60;1225;
456005;60;2136;
456007;50;3163;
456008;70;0;
546002;450;5;
546003;856;291;
155052;903;0;
155051;903;0;
925190;1242;0;
154312;1509;0;
165160;3818;0;
165161;5303;0;
149150;4152;0;
157154;3788;0;
220000;1278;0;
138812;9394;0;
138822;16061;0;
146479;488;0;
146260;2788;0;
112780;1007;0;
112810;842;0;
925250;2273;0;
115151;6606;0;
115152;8606;0;
115153;10243;0;
115104;3455;0;
115170;909;0;
115351;5879;0;
115352;6970;0;
229022;8186;0;
229422;7247;0;
229423;8186;0;
228712;9931;0;
228752;1040;0;
228722;8991;0;
227922;8186;0;
228753;1409;0;
229402;2273;0;
229403;3788;0;
229406;6000;0;
232741;51449;0;
232681;606;0;
232651;1909;0;
550182;782;0;
550191;1879;0;
470550;7215;0;
470505;2080;0;
470530;2649;0;
470520;2649;0;
470507;1591;0;
470502;1591;0;
470506;6364;0;
470500;21606;0;
470540;18909;0;
464108;4160;0;
464112;5243;0;
464201;3812;0;
111850;2080;0;
229260;1909;0;
229262;1515;0;
228730;2785;0;
228725;2785;0;
227000;8479;0;
151051;697;0;
961250;4294;0;
227160;8052;0;
227150;3546;0;
451105;4061;0;
451250;3933;0;
451301;10424;0;
461060;3187;0;
461050;1445;0;
461157;8455;0;
508441;758;0;
548201;606;0;
548202;606;0;
159200;758;0;
159201;758;0;
159202;758;0;
228754;637;0;
231232;3024;0;
231231;8052;0;
231234;8052;0;
231233;8052;0;
213361;182;0;
464109;1894;0;
464120;1509;0;
470545;1591;0;
470546;1591;0;
551371;1085;0;
551372;1515;0;
60352;5530;3;
60350;5580;6;
60349;5580;3;
60351;5530;7;
95443;8880;2;
95438;11170;4;
95442;11170;2;
95440;11170;2;
95467;10550;3;
95465;9310;2;
95470;17590;2;
95466;9310;4;
95469;18440;4;
95468;10550;4;
60004;1660;16;
60005;1240;31;
60006;1580;7;
60007;1660;3;
60008;1400;26;
60009;1580;12;
60011;2210;44;
60012;1660;23;
60013;1400;1;
60014;1580;24;
60015;1660;13;
60016;1230;4;
83318;950;3;
95435;22860;1;
95436;8370;2;
95437;8370;4;
60324;5320;19;
60326;5530;5;
60325;5320;17;
60327;4430;19;
95366;9310;35;
95364;10550;33;
95365;10550;34;
95354;11170;2;
95359;2580;2;
95355;2110;22;
95367;8880;28;
95351;10240;4;
95352;11170;4;
95356;2280;45;
95358;2210;26;
95353;10550;4;
95486;12100;4;
95476;10550;1;
95484;13310;2;
95482;13310;1;
95475;10550;1;
12808;480;3;
14360;780;5;
14960;780;1;
15060;1770;2;
15460;1770;2;
30240;500;4;
40049;380;1;
40051;380;1;
41840;90;1;
41860;90;1;
43340;250;25;
44360;210;1;
44740;300;3;
44960;150;2;
28037;2110;8;
51460;440;1;
83221;810;0;
834015;1050;3;
834020;1050;1;
8833249;1050;0;
8833299;770;0;
8833397;980;0;
60053;2120;22;
60054;1650;4;
60056;1760;15;
83647;1400;0;
93548;9670;3;
93549;11430;4;
93553;18590;2;
93555;7450;3;
93557;9490;4;
702011601;1940;0;
702011801;670;3;
702011901;490;13;
702012001;1190;0;
702012101;1660;0;
702012201;1960;0;
32377;2001;50;
32378;2001;50;
32376;2001;50;
55100;1236;0;
55091;275;0;
55098;854;0;
55094;450;0;
55099;854;0;
55101;1236;0;
55093;418;0;
55090;275;0;
55095;450;0;
55096;650;0;
55097;650;0;
55078;79;0;
55079;79;0;
55080;79;0;
55081;79;0;
55082;79;0;
55083;79;0;
55087;167;0;
55088;167;0;
55089;167;0;
55004;77;0;
55005;77;0;
55006;77;0;
55007;84;0;
55008;84;0;
55009;84;0;
55010;95;0;
55012;95;0;
55013;126;0;
55014;126;0;
55015;126;0;
55026;72;0;
55030;72;0;
55033;72;0;
55035;72;0;
55037;72;0;
55055;72;0;
55056;14;0;
55057;34;0;
12634;1202;56;
12668;825;50;
12896;832;50;
12900;1686;0;
12901;1237;50;
12986;17;2;
12988;5;3;
12989;19;4;
27075;899;52;
55106;62;0;
373014403;14580;15;
103440;43800;0;
113333;6900;0;
FD1082PPB;15263;0;
TL3710X-06AB;14350;0;
TL3750X-05AB;6912;1;
TL3750B-01AB;2232;1;
TL3760X-05AB;9300;0;
TL3780X-03AB;5850;0;
TL7340D-05AB;14290;0;
ASHANTI 1251.1;20475;0;
ASHANTI 1252.1;8125;26;
ASHANTI 1253.1;12675;0;
ASHANTI 1254.1;11888;0;
ASHANTI 1255.1;7613;3;
ASHANTI 1256.1;17350;0;
ASHANTI 1257.1;14225;0;
ASHANTI 1258.1;7100;51;
ASHANTI 1259.1;8125;13;
ASHANTI 1260.1;16613;7;
BRISTOL F890.1;25163;0;
BRISTOL F891.1;25175;0;
BRISTOL F892.1;21288;0;
BRISTOL F893.1;19800;15;
BRISTOL F894.1;23100;22;
BRISTOL F895.1;19800;18;
BRISTOL F896.1;30250;19;
BRISTOL F897.1;28900;0;
BRISTOL T892.1;18600;1;
BRISTOL T893.1;14313;24;
BRISTOL T894.1;13200;26;
BRISTOL T895.1;14313;28;
BRISTOL T896.1;15200;8;
BRISTOL T897.1;20625;0;
FIORI DI ROSE 1760.12;86525;10;
FIORI DI ROSE 1760.8;46325;13;
FIORI DI ROSE 1770.10;69213;3;
FIORI DI ROSE 1770.24;236125;1;
FIORI DI ROSE 1770.6;72375;0;
FIORI DI ROSE F1760.3;49375;5;
FIORI DI ROSE W1760.2;13750;14;
FIORI DI ROSE W1770.2;21475;0;
FIRENZE 1780.15.3 antique gold;161650;9;
FIRENZE 1780.30.3 antique gold;397850;8;
FIRENZE 1780.8.2 antique gold;78950;7;
FIRENZE 1781.15.3 antique gold;161650;9;
FIRENZE 1781.6.2 antique gold;57963;6;
FIRENZE 1781.8.2 antique gold;75963;13;
FIRENZE W1780.2 antique gold;15300;13;
HARRODS F939.1;64650;0;
HARRODS T930.1;28000;9;
HARRODS T931.1;35000;13;
HARRODS T938.1;22500;1;
HARRODS T939.1;27975;0;
HARRODS T940.1;20163;0;
HARRODS T941.1;13713;24;
HARRODS T942.1;34525;0;
HARRODS T943.1;9713;30;
HARRODS T944.1;13363;27;
HARRODS T945.1;25625;0;
HARRODS T946.1;5650;0;
INDUSTRIAL 1820.1 SAND SILVER;29900;0;
INDUSTRIAL W1820.1 SAND SILVER;24750;0;
NARNI 1940.1 gray-green;29700;0;
NARNI 1940.1 white;29700;0;
NARNI 1941.1 white;14013;7;
NARNI 1942.1 gray-green;10813;8;
NARNI 1942.1 white;10813;10;
NARNI 1943.1 gray-green;18000;4;
NARNI 1943.1 shampagne;18000;3;
PIETRA ISOLA W2030.1R;24688;0;
RUMBA 1052.6 chrome;234838;5;
RUMBA 1053.6 chrome;143513;0;
RUMBA 1054.2 chrome;64038;0;
RUMBA 1054.5 chrome;117413;0;
RUMBA 1071.4 chrome;71200;0;
RUMBA 1073.36 chrome;187388;0;
RUMBA 1074.36 chrome;234213;0;
RUMBA W1053.2 chrome;59500;0;
08589,16;2590;0;
102102ST,21;8320;0;
RUMBA W1072.4 chrome;42288;2;
TL3810B-01WH;2730;0;
TL7310B-01WH;1380;4;
TL7310B-01BL;1380;1;
TL7310D-03BL;10430;0;
TL7320X-04WH;11590;0;
TL7320X-06WH;17280;0;
TL7330X-06WH;5070;8;
TL7350D-06BR;11520;0;
08585,01(4000K);2400;10;
08585,16(3000K);2400;0;
08585,16(4000K);2400;10;
08585,19(3000K);2400;0;
08585,19(4000K);2400;1;
5365;2600;0;
ASHANTI 1250.18 clear;658450;0;
FIRENZE 141.8 antique;81763;15;
MODENA 165.5 LED;45075;0;
MODENA 166.9 LED;79163;0;
MODENA 167.1 LED;42600;0;
MODENA 169.4 LED;52650;0;
MODENA 172.2 LED;56200;0;
VETRO-ARGENTO 194.3;33588;0;
TR-01-02;90;0;
TR-01-03;106;0;
TR-01-04;152;20;
TR-01-05;167;0;
TR-01-08;119;600;
TR-02-02;96;0;
TR-02-03;122;333;
TR-02-05;162;0;
WL15-16-01 (черный с серебром);127;1;
WL18-17-01 (белый) Ретро;795;0;
WL18-17-01 (черный) Ретро;905;0;
WL18-17-01 (коричневый) Ретро;905;0;
Ретро кабель витой 3х1,5 (песочный) 50м;153;0;
V2-A1-OP00-03.2.0096.15;834;2;
V2-R0-OP00-00.2.0028.25;389;0;
V2-A1-PR00-00.2.0096.25;305;0;
V2-R0-PR00-00.2.0028.25;324;0;
V2-A0-CI00-00.2.0001.20;1221;0;
V2-A0-CI00-00.2.0007.20;1949;0;
V2-A0-CI00-00.2.0010.20;677;0;
V2-A0-MP00-02.2.0001.20;1564;0;
V2-A0-MP00-02.2.0021.20;1107;0;
V2-A0-OP00-03.2.0002.15;641;0;
V2-A0-OP00-03.2.0008.15;641;0;
V2-A0-OP00-03.2.0016.15;641;499;
V2-A0-OP00-03.2.0017.15;895;167;
V2-A0-OP00-03.2.0089.15;544;0;
V2-A0-OP00-03.2.0105.15;743;10;
V2-A0-PR00-00.2.0008.25;326;0;
V2-A0-PR00-00.2.0016.25;326;127;
V2-A0-PR00-00.2.0017.25;508;1000;
V2-A0-PR00-00.2.0018.25;1838;0;
V2-A0-PR00-00.2.0019.25;508;0;
V2-A0-PR00-00.2.0089.25;254;0;
V2-A0-PS00-00.2.0001.20;1221;0;
V2-A0-PS00-00.2.0007.20;1221;0;
V2-A0-PS00-00.2.0010.20;677;0;
V2-A0-PS00-00.2.0021.20;861;0;
V2-A0-PS00-00.2.0105.20;501;0;
V2-A1-CI00-00.2.0006.20;1028;4;
V2-A1-CI00-00.2.0094.20;1028;0;
V2-A1-MP00-02.2.0028.20;1143;2;
V2-A1-MP00-02.2.0029.20;1564;0;
V2-A1-PR00-00.2.0028.25;494;6;
V2-A1-PR00-00.2.0029.25;940;0;
V2-A1-PR00-00.2.0032.25;940;0;
V2-A1-PR00-00.2.0088.25;494;16;
V2-A1-PR00-00.2.0094.25;305;0;
V2-I0-IPM0-02.3.0215.18;1363;0;
V2-I0-IPP0-02.3.0210.18;1673;0;
V2-I0-IPP0-02.3.0215.18;1363;0;
V2-R0-CI00-00.2.0005.20;1221;0;
V2-R0-CI00-00.2.0016.20;501;0;
V2-R0-CI00-00.2.0022.20;861;0;
V2-R0-MP00-02.2.0003.20;1564;0;
V2-R0-MP00-02.2.0004.20;641;0;
V2-R0-MP00-02.2.0005.20;1564;0;
V2-R0-MP00-02.2.0022.20;1107;0;
V2-R0-MP00-02.2.0036.20;422;0;
V2-R0-OP00-03.2.0003.15;1907;128;
V2-R0-OP00-03.2.0004.15;673;0;
V2-R0-OP00-03.2.0005.15;1430;0;
V2-R0-OP00-03.2.0026.15;754;0;
V2-R0-OP00-03.2.0027.15;565;34;
V2-R0-PR00-00.2.0004.25;337;8;
V2-R0-PR00-00.2.0005.25;940;7;
V2-R0-PR00-00.2.0013.25;237;0;
V2-R0-PS00-00.2.0004.20;501;0;
V2-R0-PS00-00.2.0043.20;299;0;
V2-R0-МЕ00-02.2.0036.30;474;0;
V2-R0-МЕ00-02.2.0040.30;1038;0;
V1-R0-70354-21A01-6519;46;0;
V2-A0-OP00-03.2.0007.15;1430;1000;
WL18-01-05 (белый) Ретро;2054;602;
WL18-17-01 (белый) Ретро 50;3050;0;
WL18-19-01 (белый) Ретро;1640;0;
WL18-17-01 (коричневый) Ретро 50;3510;0;
WL18-19-01 (коричневый) Ретро;1500;0;
WL18-17-01 (черный) Ретро 50;3885;79;
WL18-19-01 (черный) Ретро;1500;0;
LD-BP81 PART-LIGHT;18200;58;
LD-В8075;32000;18;
101677;39910;2;
104764;8300;0;
105906;49850;0;
105803;13570;0;
103458;58300;0;
105804;24520;0;
103439;40530;0;
104160;38840;0;
103848;65790;0;
104723;32440;3;
104460;72100;1;
106378;118790;0;
105189;34660;0;
105608;145420;0;
106525;189610;1;
105607;251920;1;
106524;291530;2;
106732;111890;1;
106731;115920;1;
106375;53230;1;
106374;55090;1;
103556;43620;0;
103557;60260;4;
105963;92000;4;
105898;15050;0;
105899;16660;1;
105564;38330;1;
105918;17500;0;
105901;17600;1;
106133;27020;0;
106132;33120;1;
106619;16890;2;
106617;20570;1;
101880;31280;0;
103269;17440;1;
103274;53300;1;
100586;37700;1;
101486;22830;0;
101403;22830;0;
105841;34660;0;
106625;27900;0;
106024;133410;0;
105482;133410;0;
103275;81570;1;
105969;68430;0;
105995;66740;0;
105169;103890;0;
105783;103890;0;
105587;83200;0;
104957;68430;0;
106569;28710;0;
104433;36230;0;
105176;39720;0;
105191;21150;0;
105213;70930;0;
105196;47280;0;
104016;68420;0;
105934;39720;0;
106859;59110;0;
104093;31250;1;
103782;12080;0;
101487;31270;1;
101404;30070;1;
106624;39720;0;
105936;39190;1;
104413;35460;0;
104758;16890;0;
104018;55730;0;
105565;39720;0;
104449;32970;1;
103777;39120;0;
101469;38840;0;
104423;112340;1;
104424;112340;0;
104377;12560;0;
104376;12560;0;
106588;3740;0;
104378;19460;1;
105173;85580;0;
105478;85580;0;
105781;50660;0;
100019;26650;1;
110024;133410;0;
104408;16130;1;
104409;14500;0;
104985;13730;2;
105793;411210;0;
104923;48190;1;
106267;34660;1;
106370;34660;2;
106268;90410;0;
106371;70930;1;
106269;121570;0;
106372;123720;0;
104924;85880;1;
104925;112850;0;
104661;286280;0;
104660;95450;0;
104594;62480;0;
101307;62480;1;
103290;91840;1;
106380;49850;0;
106381;49850;0;
105792;151990;0;
104361;106390;2;
104360;219310;0;
105081;31280;1;
105082;39230;0;
106344U;74330;0;
101881;34990;0;
104968;21060;0;
104969;25330;0;
105581;113150;0;
105156;25330;0;
106487;22330;4;
104953;16590;0;
105341;117400;0;
105454;103890;0;
106727;53230;0;
106538;23550;1;
106862;11820;0;
106863;22860;2;
106127;8010;2;
106128;12910;2;
106585;21150;0;
106130;13640;0;
103789;11670;0;
104652;11670;0;
103790;31280;0;
104233;31280;0;
106590;14270;0;
106562;22830;1;
106605;11220;0;
106397;9990;0;
106599;8860;1;
106401;9990;0;
106398;9820;2;
106100;5950;0;
106101;8150;1;
106597;7950;0;
106596;11380;1;
106794U;37570;2;
104732U;34220;1;
105502U;35460;3;
105005U;42240;1;
104761;4630;0;
106610;14910;0;
106611;14910;0;
106198;13190;0;
105154;5580;1;
106945;6090;0;
106946;6980;0;
106947;8000;0;
106948;8810;0;
104966;12560;0;
105220;49850;0;
106861;11820;0;
101640;27020;0;
101642;15420;0;
101644;15420;0;
101650;31280;0;
101652;26840;0;
101655;35460;0;
101776;41160;0;
101828;25330;0;
103115;32090;1;
103488;82460;2;
104001;45960;0;
104382;32090;0;
104663;59110;0;
105170;195890;0;
105484;43420;0;
105586;95450;0;
105801;14390;0;
105863;88700;0;
105900;16960;3;
105933;37760;1;
105937;39720;0;
105966;15840;3;
105970;86130;0;
105993;93210;0;
106087;54040;0;
106147;25330;0;
106391;28460;2;
106392;29590;0;
106493;133410;0;
106561;54920;0;
106622;39720;0;
106623;29440;3;
106721;76870;0;
106722;103300;0;
106730;106390;0;
106740;91120;1;
106860;30960;1;
106865;55730;0;
106869;59110;0;
106878;25260;1;
106912;112340;0;
106913;175630;0;
106565;53230;0;
106726;53230;0;
100819;7680;2;
103511;20260;0;
105469;8080;0;
106517;23640;0;
106519;5070;0;
106753;271440;0;
107405;14140;0;
106191U;49850;0;
106683;67550;0;
107204;3200;9;
107205;3080;0;
107206;3360;8;
107211;3360;1;
107271;79740;2;
107328;28040;1;
107335;26510;4;
107365;130030;0;
107367;138480;0;
105488;32640;0;
107403;68430;0;
107380;42220;0;
107274;40480;1;
107178;44160;4;
107223;38730;1;
107268;108620;0;
107333;24160;9;
107334;32090;1;
100641;9990;1;
100653;15540;1;
103165;43100;0;
106051;17770;0;
106874U;83810;0;
106514U;68430;0;
107780;107270;0;
107154;66740;0;
107172;32990;1;
105644;253950;0;
105492-78;127910;1;
107483;65860;0;
106999U;59110;0;
106399;11760;1;
107036;14900;0;
103801;11820;0;
105917;34660;0;
107024;13880;0;
107058;29530;0;
107106;16340;0;
107132;75190;0;
107118;133410;0;
107134;36230;0;
107265;28710;0;
107558;45210;0;
107560;49850;0;
107568;53230;0;
107570;53230;0;
107957;90510;0;
107958;120620;0;
107959;157930;0;
107960;79020;1;
107961;111460;0;
107962;157930;0;
107964;35460;0;
107965;35460;0;
107969;9690;0;
107970;17770;0;
107971;26210;0;
108050;96640;1;
108051;130710;0;
108058;12210;0;
108059;14910;0;
108060;17770;0;
108064;11850;0;
108065;18400;0;
108066;17770;0;
108073;27900;2;
108074;59330;0;
108076;38980;1;
108077;51540;0;
108078;80080;2;
108079;146480;0;
108080;185760;0;
100640;14390;1;
100808;22710;0;
100809;17740;1;
101534;25050;1;
103184;20280;0;
103788;15350;0;
104019;21080;1;
104416;43910;0;
104756;20260;0;
104986;19460;1;
104987;18120;0;
105180;7030;2;
105500;88700;0;
105584;104180;2;
105922;24590;0;
105985;51540;0;
106741;6280;0;
106742;6440;0;
107038;13470;0;
107052;21950;0;
107053;21950;0;
107095;27900;0;
107111;138480;0;
107113;149600;1;
107114;135100;0;
107115;160830;0;
107123;16510;0;
107124;42080;2;
107150;88700;0;
107152;57040;1;
107174;24490;2;
107176;17630;0;
107180;35920;6;
107220;18580;7;
107221;18020;0;
107222;43930;4;
107224;87720;0;
107226;54040;0;
107228;27020;0;
107330;29590;0;
107338;27020;0;
107339;49850;0;
107340;27900;0;
107358;24520;0;
107359;27900;0;
107360;24520;0;
107361;27900;0;
107407;25330;0;
107447;14390;0;
107539;16130;0;
107572;24520;0;
107576;36230;0;
107589;75990;0;
108203;70930;0;
108034;88700;0;
108035;135100;0;
108103;43100;0;
108104;43100;0;
108127U;38240;0;
108128U;38240;0;
108129U;49550;0;
108130U;38920;2;
108131U;43910;0;
108132U;53680;0;
108146;78560;0;
108147;10130;0;
108148;32090;0;
108175;241240;0;
108179;88700;1;
108182;146920;0;
108185;66740;0;
108190;175630;0;
108192;84150;0;
105827;115720;0;
106914;115720;0;
100417;32700;2;
105223U;68130;0;
105257U;44790;0;
105878U;54040;0;
105879U;54040;0;
106866;17140;0;
106867;17140;0;
106868;17770;0;
107009;56610;0;
107547;26690;0;
107548;27900;0;
107630;29350;2;
107632;40530;0;
107633;38970;1;
107634;40530;0;
107635;40530;0;
106309;52560;1;
103728;175630;0;
104574;99450;0;
104709;31760;0;
104710;44260;0;
104721;124160;0;
105193;12850;0;
105957;184000;1;
106340;117400;0;
106602;34660;0;
106676;187760;0;
107002;195890;0;
107004;106390;0;
107214;97950;0;
107772;106390;0;
108109;55450;1;
108160;98740;0;
108089;88700;0;
108090;90510;0;
108101;84440;0;
108102;88700;0;
108105;73500;0;
108207U;195890;0;
108208U;195890;0;
108209U;78560;0;
108210U;78560;0;
108228;194210;0;
108229;439960;0;
108235;66740;0;
103974U;101320;0;
106311U;190830;0;
106312U;206520;0;
106513U;66740;0;
106851;251330;0;
106852;170940;1;
106854;234740;0;
106996U;97950;0;
106998U;97950;0;
107011;166380;0;
107370;439960;0;
107371;556540;0;
107455;190830;0;
107456;127540;0;
101507;260070;0;
106347;363080;0;
110031;177320;0;
108324;219310;0;
107273;143530;1;
108136;17770;0;
108139;31060;3;
108142;44160;1;
107911;28840;4;
105083U;22830;0;
103176;7900;0;
103994;21950;0;
104008;9990;0;
104009;15050;0;
105183;38840;0;
105477;15020;0;
105916;34660;0;
106131;22710;0;
106173;2740;2;
106174;3250;0;
106207;35890;2;
106400;9990;0;
106758;28210;0;
106870;193840;0;
107125;13730;0;
107126;7990;0;
107194;10230;0;
107369;68430;0;
105744;168360;1;
105745;317950;0;
107225;70930;0;
104720;49850;0;
103799;32090;0;
103185;19980;0;
107263;8960;0;
107197;8960;0;
107105;12850;0;
107074;31870;0;
