Артикул;Цена;Остаток;
FR5130PL-01BS;7190;1;
FR5129PL-01BS;6190;1;
FR5126PL-01BS;6490;1;
FR5127PL-01BS;9590;1;
FR5119PL-01BS;6030;1;
FR5118PL-01BS;9990;1;
FR5118TL-01BS;5990;1;
FR5118WL-01BS;6990;1;
FR5118FL-01BS;14990;1;
FR5123PL-01BS;5590;1;
FR5123WL-01BS;5590;1;
FR5125PL-01BS;5590;1;
FR5125WL-01BS;5590;1;
FR5122PL-01BS;4990;1;
FR5122WL-01BS;4990;1;
FR5122TL-01BS;5990;1;
FR5124PL-01BS;4590;1;
FR5124WL-01BS;4990;1;
FR5124TL-01BS;5990;1;
FR5049CL-27B;19990;27;
FR5049CL-27G;0;27;
FR5049CL-36B;25990;36;
FR5049CL-36G;0;36;
FR5049CL-36W1;25990;36;
FR5049PL-27B;19990;27;
FR5049PL-27G;0;27;
FR5049PL-27W;19990;27;
FR8019PL-06W;14990;6;
FR5116CL-11BS;16790;11;
FR5116CL-09BS;14590;9;
FR8003PL-01BS;6590;1;
FR8003PL-01B;6590;1;
FR8002PL-01B;4990;1;
FR8006PL-01BS;6590;1;
FR8005PL-01BS;4990;1;
FR5144PL-06W;19990;6;
FR5144PL-01W;5990;1;
FR5144PL-01TR;6590;1;
FR5144PL-06TR;22990;6;
FR8008PL-01GB;3880;1;
FR8007PL-01GB;4490;1;
FR5133PL-01W;3590;1;
FR5133PL-01GR;3590;1;
FR5141PL-08BS1;19990;8;
FR5141PL-08BS2;19990;8;
FR5141PL-10BS;29990;10;
FR5141PL-10BS1;29990;10;
FR5141PL-08BS;26990;8;
FR5141PL-05BS;14990;5;
FR5141WL-02BS;4990;2;
FR5139PL-14MG;34990;14;
FR5139PL-10MG;24990;10;
FR5108PL-08CH;14990;8;
FR5108PL-05CH;9990;5;
FR5108WL-01CH;2390;1;
FR5108TL-01CH;4490;1;
FR8010PL-01GB;4660;1;
FR5140PL-08GB;19990;8;
FR5140PL-06GB;15990;6;
FR5140PL-06G;24890;6;
FR5140PL-01GB;4790;1;
FR5140WL-01GB;3590;1;
FR5113CL-01G;4590;1;
FR5113PL-01G;4790;1;
FR5113TL-01G;4990;1;
FR5113PL-03G;10990;3;
FR5120PL-12G;19990;12;
FR5120PL-09G;14990;9;
FR5120PL-06G;11990;6;
FR5120CL-12G;17990;12;
FR5120CL-09G;12990;9;
FR5128PL-L10BS1;14990;0;
FR5128PL-L10BS;14990;0;
FR5121PL-10G;20990;10;
FR5121PL-08G;19890;8;
FR5121PL-06G;14990;6;
FR5121WL-02G;5590;2;
FR5085PL-05CH;27790;5;
FR5045PL-05G;23990;5;
FR5046PL-40CH;32990;40;
FR5046PL-24CH;19990;24;
FR5099PL-L52CH;49990;0;
FR5099PL-L45CH;39990;0;
FR5099PL-L21CH;16990;0;
FR5099PL-L6CH;5990;0;
FR5084PL-05G;10990;5;
FR5084WL-01G;2990;1;
FR5081PL-07CH;22490;7;
FR5081PL-05CH;16690;5;
FR5081WL-02CH;5990;2;
FR5093PL-08CH;31320;8;
FR5093PL-05CH;19790;5;
FR5093PL-01CH;2790;1;
FR5093WL-01CH;2990;1;
FR5093FL-01CH;12390;1;
FR5096PL-08CH;18890;8;
FR5096PL-05CH;11990;5;
FR5096WL-01CH;2690;1;
FR5756-WL-01-W;3990;1;
FR5756-PL-12-W;26990;12;
FR5756-PL-08-W;20990;8;
FR5756-PL-06-W;15990;6;
FR5020PL-08CH;18990;8;
FR5020PL-05CH;10990;5;
FR5020PL-01CH;3990;1;
FR5020WL-01CH;2990;1;
FR5020TL-01CH;5990;1;
FR5019CL-05CH;12790;5;
FR5037PL-08S;14990;8;
FR5037PL-05S;9690;5;
FR5037WL-01S;2590;1;
FR5661-PL-05-CH;11990;5;
FR5661-PL-03-CH;8860;3;
FR5661-WL-01-CH;2880;1;
FR5040PL-08CH;15690;8;
FR5040PL-06CH;10990;6;
FR5040WL-01CH;2590;1;
FR5671PL-05G;10990;5;
FR5671PL-03G;10990;3;
FR5671WL-01G;3280;1;
FR5679PL-05N;15420;5;
FR5679PL-03N;12360;3;
FR5679WL-01N;3720;1;
FR5679TL-01N;7580;1;
FR5095CL-08G;12990;8;
FR5095CL-06G;9890;6;
FR5095WL-01G;1990;1;
FR5095CL-04G;6590;4;
FR5683PL-05CH;9990;5;
FR5683WL-01CH;2590;1;
FR5094PL-08G;15990;8;
FR5094PL-05G;9990;5;
FR5094WL-01G;2390;1;
FR5329-PL-07-CH;15990;7;
FR5329-PL-05-CH;9990;5;
FR5329-PL-03-CH;6990;3;
FR5329-PL-01-CH;1990;1;
FR5329-WL-01-CH;1990;1;
FR5105CL-08W;19990;8;
FR5105CL-06W;14990;6;
FR5105WL-02W;3990;2;
FR5043PL-06BS;14990;6;
FR5012PL-08CH;13890;8;
FR5012PL-05CH;9490;5;
FR5012WL-01CH;2290;1;
FR5013PL-08CH;19990;8;
FR5013PL-06CH;14990;6;
FR5013WL-01CH;2590;1;
FR5015PL-08G;18980;8;
FR5015PL-05G;12980;5;
FR5015WL-01G;2890;1;
FR5015TL-01G;6990;1;
FR5016PL-08CH;17990;8;
FR5016PL-05CH;10990;5;
FR5016WL-01CH;2690;1;
FR5003PL-08B;12990;8;
FR5083PL-10CH;18990;10;
FR5083PL-08CH;14690;8;
FR5083PL-06CH;11290;6;
FR5041PL-10BS;18590;10;
FR5041PL-08BS;14990;8;
FR5041PL-06BS;11990;6;
FR5041CW-01BS;2590;1;
FR5475CL-08CH;25990;8;
FR5475CL-05CH;15990;5;
FR5475CL-03CH;9990;3;
FR5475WL-01CH;3590;1;
FR5034PL-06CH;21890;6;
FR5034WL-02CH;5790;2;
FR5596CL-03CH;6990;3;
FR5596PL-16CH;33570;16;
FR5596PL-10CH;21640;10;
FR5596PL-09CH;21010;9;
FR5028PL-08B;19900;8;
FR5028PL-05B;11900;5;
FR5454CL-08CH;20990;8;
FR5454CL-05CH;12990;5;
FR5454CL-03CH;7980;3;
FR5006CL-08B;24990;8;
FR5006CL-06B;18990;6;
FR5006CL-04B;13990;4;
FR5101-CL-06-CN;13590;6;
FR5101-CL-04-CN;8990;4;
FR5101-CL-03-CN;7290;3;
FR5101-WL-01-CN;2990;1;
FR5014PL-08CH;12990;8;
FR5014PL-05CH;9990;5;
FR5014WL-01CH;2590;1;
FR5080PL-08W;14890;8;
FR5080PL-06W;10990;6;
FR5080WL-01W;1990;1;
FR5022PL-05CH;7890;5;
FR5314-PL-03-CH;7750;3;
FR5314-PL-01-CH;2770;1;
FR5009PL-08B;22090;8;
FR5009PL-05B;14290;5;
FR5009CL-08CH;19890;8;
FR5009CL-05CH;12980;5;
FR5009WL-05CH;2390;1;
FR5009WL-01B;2490;1;
FR5052-CL-08-W;18290;8;
FR5052-CL-06-W;13590;6;
FR5052-CL-03-W;7590;3;
FR5052-WL-01-W;2890;1;
FR5011CL-08B;16490;8;
FR5011CL-05B;11990;5;
FR5011CL-03B;7890;3;
FR5011WL-01B;2690;1;
FR5004PL-05CH;11490;5;
FR5004PL-03CH;6990;3;
FR5004PL-04CH;9490;4;
FR5010PL-01W;2980;1;
FR5038-CL-06-W;23990;6;
FR5038-CL-06-B;24990;6;
FR5852-CL-07-W;16200;7;
FR5852-CL-07-B;16200;7;
FR5852-WL-01-W;2390;1;
FR5852-WL-01-B;2390;1;
FR5033CL-05W;9990;5;
FR5033CL-03W;5990;3;
FR5025PL-01W;3990;1;
FR5025PL-01B;3990;1;
FR5134-FL-01-BG;28990;1;
FR5152-FL-01-W;13290;1;
FR5152-FL-01-B;13290;1;
FR5152-FL-01-GR;13290;1;
FR5042CW-04B;7990;4;
FR5042CW-02B;3990;2;
FR5042CW-01B;2290;1;
FR5344-WL-03-CH;4490;3;
FR5344-WL-02-CH;2990;2;
FR5344-WL-01-CH;1760;1;
FR5108PL-07N;24990;7;
FR5108WL-01N;3790;1;
FR5108TL-01N;5990;1;
FR5108PL-05N;19390;5;
FR2027PL-03BS;8990;3;
FR2027PL-03N;8990;3;
FR2027PL-05BS;11990;5;
FR2027PL-05N;11990;5;
FR2027PL-07BS;15990;7;
FR2027PL-07N;15990;7;
FR2027TL-01BS;6990;1;
FR2027TL-01N;6990;1;
FR2027WL-01BS;2790;1;
FR2027WL-01N;2790;1;
FR5190FL-01BS;14990;1;
FR5190FL-01BS1;14990;1;
FR5190PL-05BS;12990;5;
FR5190PL-05BS1;18590;5;
FR5190PL-05BS2;12990;5;
FR5190PL-05BS3;18590;5;
FR2190FL-01N;15590;1;
FR2190PL-05N;13590;5;
FR2190PL-05N1;13590;5;
FR2190PL-07N;17990;7;
FR2190PL-12N;28590;12;
FR2190TL-01N;6590;1;
FR2190WL-01N;3590;1;
FR5190PL-07BS;17990;7;
FR5190PL-07BS1;17990;7;
FR5190PL-12BS;28990;12;
FR5190PL-12BS1;28990;12;
FR5190TL-01BS;5990;1;
FR5190TL-01BS1;5990;1;
FR5190WL-01BS;2990;1;
FR5190WL-01BS1;2990;1;
FR2302CL-09S;38990;9;
FR2302-CL-06-WG;27270;6;
FR2302CL-06S;26990;6;
FR2302CL-04S;20990;4;
FR2302-CL-04-WG;21870;4;
FR2302-CL-09-WG;38340;9;
FR2302WL-02S;4890;2;
FR2302-WL-02-WG;5040;2;
FR2302FL-04WG;18000;4;
FR2001-PL-08-W;28790;8;
FR2001-PL-06-W;24990;6;
FR2001-WL-01-W;4490;1;
FR2019PL-07BS;19440;7;
FR2019PL-05BS;13790;5;
FR2019PL-01BS;5890;1;
FR2019TL-01BS;7200;1;
FR2019FL-01BS;15590;1;
FR2019WL-01BS;3240;1;
FR2009PL-12G;25990;12;
FR2009PL-07G;15990;7;
FR2009PL-05G;11990;5;
FR2009WL-01G;2890;1;
FR2046-PL-08-WG;14980;8;
FR2046-PL-08-BR;14980;8;
FR2046-PL-06-BR;9990;6;
FR2046-PL-06-WG;9990;6;
FR2046-WL-02-WG;2890;2;
FR2046-WL-02-BR;2890;2;
FR2013PL-08G;26790;8;
FR2013PL-05G;17590;5;
FR2013WL-01G;3690;1;
FR2013TL-01G;6690;1;
FR2001PL-07G;17590;7;
FR2001PL-05G;13590;5;
FR2001PL-03G;9990;3;
FR2001WL-01G;3490;1;
FR2001TL-01G;7390;1;
FR2001FL-01G;14990;1;
FR2004PL-08BZ;18990;8;
FR2004PL-05BZ;12990;5;
FR2004WL-01BZ;2990;1;
FR2004TL-01BZ;6590;1;
FR2306-FL-01-W;13990;1;
FR2909-PL-08-CH;19990;8;
FR2909-PL-05-CH;12990;5;
FR2909-WL-01-CH;2990;1;
FR2003PL-05CH;12890;5;
FR2017PL-08BZ;22990;8;
FR2017PL-05BZ;15790;5;
FR2017WL-01BZ;3590;1;
FR2010PL-08BZ;21990;8;
FR2010WL-01BZ;3290;1;
FR2016PL-08BZ;22790;8;
FR2016PL-05BZ;14890;5;
FR2016PL-01BZ;3990;1;
FR2016WL-01BZ;3490;1;
FR2016TL-01BZ;6990;1;
FR2685PL-07BZ;26550;7;
FR2685PL-05BZ;19490;5;
FR2685WL-01BZ;4590;1;
FR2685TL-01BZ;7650;1;
FR2685FL-01BZ;18000;1;
FR2030CL-07G;14990;7;
FR2030CL-05G;9990;5;
FR2030WL-02G;2590;1;
FR2759-PL-05-W;12690;5;
FR2759-WL-01-W;2990;1;
FR2686PL-06W;19990;6;
FR2686PL-05W;14990;5;
FR2686PL-04W;14990;4;
FR2686WL-01W;3490;1;
FR2290PL-05W;12990;5;
FR2307-PL-06-WG;17690;6;
FR2307-WL-01-WG;3690;1;
FR2005PL-08BZ;25990;8;
FR2005PL-06BZ;17990;6;
FR2904-PL-08-BZ;21490;8;
FR2904-PL-05C-BZ;18490;5;
FR2904-PL-05-BZ;13990;5;
FR2904-WL-01-BZ;3390;1;
FR2036PL-08G;19990;8;
FR2036PL-06G;17690;6;
FR2300-PL-12-BZ;36990;12;
FR2300-PL-08-BZ;28490;8;
FR2300-PL-06-BZ;21990;6;
FR2300-WL-02-BZ;5690;2;
FR2405-PL-05C-BZ;16990;5;
FR2405-PL-08-BZ;26100;8;
FR2405-PL-05-BZ;17100;5;
FR2405-PL-03-BZ;12240;3;
FR2405-PL-01-BZ;5040;1;
FR2405-WL-01-BZ;3510;1;
FR2405-TL-01-BS;9000;1;
FR2405-TL-01-BZ;5400;1;
FR2405-FL-01-BZ;18000;1;
FR2908-PL-05C-BZ;17990;5;
FR2908-PL-05-BZ;12690;5;
FR2908-WL-01-BZ;2890;1;
FR2563-PL-08-BZ;19890;8;
FR2563-PL-05-BZ;12990;5;
FR2563-WL-01-BZ;2990;1;
FR2687PL-05G;14980;5;
FR2687WL-01G;2990;1;
FR2406-PL-08-WG;24190;8;
FR2406-PL-06-WG;18390;6;
FR2406-PL-03-WG;11990;3;
FR2406-WL-01-WG;2990;1;
FR2406-TL-01-WG;4890;1;
FR2020-CL-08-BZ;29980;8;
FR2020-CL-08-BG;28690;8;
FR2020-CL-07-CH;28490;7;
FR2020-PL-06-BZ;23190;6;
FR2020-CL-06-BG;19890;6;
FR2020-CL-05-CH;19790;5;
FR2020-CL-03-CH;12990;3;
FR2020-CL-03-BG;12690;3;
FR2020-CL-03-BZ;13990;3;
FR2020-WL-01-CH;5290;1;
FR2020-WL-01-BG;4990;1;
FR2020-WL-01-BZ;5590;1;
FR2020-TL-01-CH;9690;1;
FR2020-TL-01-BZ;9590;1;
FR2020-TL-01-BG;8790;1;
FR2020-FL-01-BZ;19990;1;
FR2020-FL-01-BG;19990;1;
FR2020-FL-01-CH;19990;1;
FR2539CL-06BS;18390;6;
FR2539CL-06G;19980;6;
FR2539WL-01BS;3990;1;
FR2539WL-01G;3990;1;
FR2539TL-01BS;6890;1;
FR2539TL-01G;6390;1;
FR2539FL-01G;15300;1;
FR2757-PL-05-BZ;9890;5;
FR2662-PL-08-BZ;17990;8;
FR2662-PL-05-BZ;9990;5;
FR2662-WL-01-BZ;2990;1;
FR2013CL-08N;14990;8;
FR2013CL-05N;9990;5;
FR2751-PL-05-WG;12990;5;
FR2663-PL-08-CH;17590;8;
FR2663-PL-05-CH;12790;5;
FR2011CL-08CH;17990;8;
FR2011CL-05CH;12990;5;
FR2011WL-01CH;2990;1;
FR2566-PL-05-WG;13990;5;
FR2566-PL-03-WG;9990;3;
FR2566-PL-33-WG;8590;3;
FR2566-PL-01-WG;2790;1;
FR2566-WL-01-WG;2990;1;
FR2012-PL-06-BZ;17100;6;
FR2012-PL-03-BZ;8990;3;
FR2012-WL-02-BZ;7200;2;
FR2012-WL-01-BZ;4990;1;
FR2012-PL-09-BZ;21490;9;
FR2201-PL-01-WG;2690;1;
FR2201-PL-01-G;2690;1;
FR2200-PL-01-WG;2690;1;
FR2200-PL-01-G;2690;1;
FR2200-PL-01-BZ;2690;1;
FR2913-CL-03-BZ;6390;3;
FR2913-CL-02-BZ;4890;2;
FR2272-CW-03-BS;5990;3;
FR2272-CW-02-BS;4390;2;
FR2272-WL-01-BS;2490;1;
FR4002PL-01G;4990;1;
FR4004PL-03BBS;11990;3;
FR4004PL-03WB;9990;3;
FR4004PL-01BBS;3990;1;
FR4004PL-01WB;3590;1;
FR4004WL-01WB;3590;1;
FR4004WL-01BBS;3590;1;
FR4004TL-01BBS;4690;1;
FR4004TL-01WB;3890;1;
FR4005PL-03BBS;14390;3;
FR4005PL-03WB;11990;3;
FR4008PL-03BBS;9990;3;
FR4008PL-01BBS;3990;1;
FR4006PL-01BS;6590;1;
FR4005PL-02B;7490;2;
FR4005PL-03B2;10990;3;
FR4005PL-04B;9990;4;
FR4005PL-06B2;15990;6;
FR4166-PL-05C-BL;16990;5;
FR4166-PL-03C-BL;11990;3;
FR4561-PL-05-B;23990;5;
FR4561-PL-03-B;16990;3;
FR4167-PL-05-BL;16990;5;
FR4167-WL-01-BL;4890;1;
FR4171-PL-05-B;19890;5;
FR4171-WL-01-B;3990;1;
FR4313-PL-00-BL;7590;1;
FR4276-CW-03-B;8790;3;
FR4276-CW-02-B;5690;2;
FR4276-CW-01-B;2890;1;
FR3040-PL-08-WG;22990;8;
FR3040-PL-06-WG;15990;6;
FR3040-WL-01-WG;2990;1;
FR1006WL-02N;4590;2;
FR1006WL-01N;2590;1;
FR1006PL-12N;26990;12;
FR1006TL-01N;4990;1;
FR1006FL-01N;14990;1;
FR1006PL-06N;14990;6;
FR1006PL-08N;18990;8;
FR1006PL-12G;29990;12;
FR1006PL-08G;19990;8;
FR1006PL-06G;14990;6;
FR1006WL-02G;4990;2;
FR1006WL-01G;2590;1;
FR1006TL-01G;5590;1;
FR1006FL-01G;13990;1;
FR1004PL-12CH;34590;12;
FR1004PL-09CH;24590;9;
FR1004WL-02CH;7590;2;
FR1007FL-01BS;14990;1;
FR1007FL-01N;14990;1;
FR1007PL-05BS;16990;5;
FR1007PL-05N;16990;5;
FR1007PL-07BS;21990;7;
FR1007PL-07N;21990;7;
FR1007PL-08BS;24990;8;
FR1007PL-08N;24990;8;
FR1007PL-12BS;34990;12;
FR1007PL-12N;34990;12;
FR1007TL-01BS;7990;1;
FR1007TL-01N;7990;1;
FR1007WL-01BS;3290;1;
FR1007WL-01N;3290;1;
FR11001PL-08CH;28990;8;
FR11001PL-08G;28990;8;
FR5133PL-08CH;24590;8;
FR5133PL-06CH;18290;6;
FR5133WL-01CH;3390;1;
FR1005PL-05G;24990;5;
FR1005PL-05SC;24990;5;
FR1001PL-07W;28590;7;
FR1001WL-02W;5590;2;
FR1001PL-09W;38390;9;
FR1130-PL-08-G;32390;8;
FR1130-WL-01-G;4690;1;
FR5114PL-09BZ;20990;9;
FR5114PL-06BZ;15990;6;
FR5114WL-01BZ;3290;1;
FR1127-PL-08-G;29190;8;
FR1127-PL-05-G;19990;5;
FR1127-PL-05-CH;19990;5;
FR1127-WL-01-CH;4390;1;
FR1127-WL-01-G;4390;1;
FR1129-PL-01-CH;7990;1;
FR1129-PL-01-G;7990;1;
FR10010CW-L6W;3960;0;
FR10010CW-L6B;3960;0;
FR10010CW-L6MG;3990;0;
FR10012CL-L24W;8990;0;
FR10008PL-L46G;29990;0;
FR10008PL-L52G;32990;0;
FR10007PL-L46G;29990;0;
FR6040CL-L92W;18550;0;
FR10031CL-L98B;9990;0;
FR10032CL-L98B;9990;0;
FR6043CL-L72W;9990;0;
FR6043CL-L30W;9990;0;
FR6002PL-L15BS;12990;0;
FR6002PL-L15CH;11990;0;
FR10005CW-L6B;2990;0;
FR10005CW-L6W;2990;0;
FR10006CW-L6MG;3990;0;
FR10006CW-L6W;3990;0;
FR10006CW-L6B;3990;0;
FR10004WL-L4B;3790;0;
FR10004WL-L4W;3790;0;
FR10002WL-L6W;3990;0;
FR10002WL-L6B;3990;0;
FR10020CL-L70W;8990;0;
FR10025WL-L10W;2980;0;
FR10022CL-L63W;14690;0;
FR6002WL-L13B;5990;0;
FR6002WL-L13W;5990;0;
FR6002WL-L20B;6990;0;
FR6002WL-L20W;6990;0;
FR6005CL-L48G;15990;0;
FR6005CL-L36G;11990;0;
FR6157-PL-24W-TR;21590;0;
FR6013CL-L157W;14990;0;
FR6015CL-L84W;12990;0;
FR6014CL-L98W;13880;0;
FR6007CL-L82W;19990;0;
FR6007WL-L17W;4990;0;
FR6680-CL-L98W;26660;0;
FR6012CL-L40W;8990;0;
FR7003WL-03BZ;5990;3;
FR7003WL-02BZ;3990;2;
FR7003WL-01BZ;1990;1;
FR7002WL-03WG;6990;3;
FR7002WL-01WG;2190;1;

